id,modelname,make
3,Ambassador,
5,AMX,
9,Eagle,
10,Eagle SX-4,
7,Hornet/Concord,
6,Javelin,
398,Other (automobile),
4,Pacer,
1,Rambler/American,
2,Rebel/Matador/Marlin,
8,Spirit/Gremlin,
399,Unknown (automobile),
