id,modelname,make
404,Cherokee (1984-on) (For Grand Cherokee for 2014 on use 02-422.),
421,Cherokee (thru 1983),
401,CJ-2/CJ-3/CJ-4,
402,CJ-5/CJ-6/CJ-7/CJ-8,
482,Comanche,
406,Commander,
1,Compass,
483,Gladiator,
422,Grand Cherokee (For 2014 on.  Use model 404 for model years prior to 2013.),
431,Grand Wagoneer,
405,Liberty,
498,Other (light truck),
407,Patriot,
481,Pick-up,
408,Renegade,
999,Unknown (JEEP),
499,Unknown (light truck),
403,YJ series/Wrangler,
