id,modelname,make
402,Defender,
427,Defender,
401,"Discovery (For 2017 on, see model 425)",
425,"Discovery (For model years 1994-2004, see model 401)",
405,Discovery Sport,
422,Freelander (2002-03 only; see 403 for 2004 on),
403,Freelander (2004 on; see 422 for 2002-03.),
424,LR2,
423,LR3/LR4,
498,Other (light truck),
421,Range Rover,
404,Range Rover Evoque,
499,Unknown (light truck),
426,Velar,
