id,modelname,makeID
21,Achieva/Alero,21
22,Aurora,21
401,Bravada,21
18,Calais,21
17,Ciera,21
6,Commercial Series,21
20,Cutlass (FWD),21
1,Cutlass (RWD-only),21
2,Delta 88/LSS,21
16,Firenza,21
23,Intrigue,21
3,Ninety-Eight/Regency,21
15,Omega,21
398,Other (automobile),21
441,Silhouette,21
12,Starfire,21
5,Toronado,21
399,Unknown (automobile),21
499,Unknown (light truck),21
999,Unknown (OLDSMOBILE),21
