id,modelname,make
33,12,
34,15,
35,16,
36,17,
37,18i/Sportwagon,
39,"Alliance/Encore GTA, Convertible",
41,Alpine,
32,Dauphine/10/R-8 Caravelle,
38,Fuego,
31,LeCar,
44,Medallion **,
398,Other (automobile),
45,Premier**,
399,Unknown (automobile),
