id,modelname,make
31,Aston Martin,
52,Bertone,
32,Bricklin,
64,Bugatti,
62,Caterham,
33,Citroen,
34,DeLorean,
48,Desta,
35,Ferrari,
36,Hillman,
37,Jensen,
58,Koenigsegg,
53,Lada,
38,Lamborghini,
39,Lotus,
61,Mahindra,
40,Maserati,
56,Maybach,
63,McLaren,
54,Mini-Cooper,
55,Morgan (2003 on; Prior to 2003 see 398),
41,Morris,
398,Other (automobile),
49,Reliant,
42,Rolls Royce/Bentley,
44,Simca,
57,Spyker,
45,Sunbeam,
46,TVR,
399,Unknown (automobile),
