Make,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Model
Land Rover,19346.0,16930.0,11039.0,4039.0,3197.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LR3
Land Rover,0.0,0.0,0.0,0.0,0.0,7122.0,7984.0,7316.0,7093,4679.0,9031.0,10772.0,0.0,0.0,0.0,0.0,0.0,LR4
Land Rover,13430.0,12044.0,12316.0,8602.0,8228.0,8746.0,9761.0,7843.0,12221,12830.0,17821.0,16155.0,16869.0,19030.0,18831.0,13982.0,17285.0,Range Rover
Land Rover,0.0,0.0,0.0,0.0,0.0,0.0,2244.0,8901.0,11405,12440.0,14583.0,11076.0,11979.0,9917.0,11529.0,10510.0,7181.0,Range Rover Evoque
Land Rover,10441.0,18757.0,16989.0,11459.0,10448.0,12347.0,15333.0,16491.0,15976,17897.0,21459.0,21612.0,19153.0,24282.0,25768.0,20053.0,21341.0,Range Rover Sport
Land Rover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6153.0,17037.0,17087.0,12817.0,13271.0,Range Rover Velar
Lexus,0.0,0.0,0.0,0.0,0.0,0.0,14381.0,17673.0,15071,17673.0,14657.0,8903.0,4690.0,0.0,0.0,0.0,0.0,CT
Lexus,67577.0,75987.0,82867.0,64135.0,48485.0,48652.0,40873.0,56158.0,72581,72508.0,64969.0,58299.0,51398.0,48482.0,51336.0,43292.0,45406.0,ES
Lexus,33457.0,27390.0,23381.0,15759.0,7430.0,7059.0,3746.0,22160.0,19742,22198.0,23117.0,14878.0,7773.0,6604.0,3378.0,2560.0,76.0,GS
Lexus,34339.0,25454.0,23035.0,16424.0,6235.0,16450.0,11609.0,11039.0,12136,22685.0,25212.0,25148.0,27190.0,26724.0,25945.0,28519.0,32509.0,GX
Lexus,0.0,0.0,0.0,0.0,6699.0,10663.0,2864.0,649.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HS250h
Lexus,15789.0,54267.0,54933.0,49432.0,38077.0,34129.0,29669.0,27708.0,35017,51358.0,46430.0,37289.0,26482.0,22927.0,14920.0,13600.0,21998.0,IS
Lexus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2487.0,1979.0,1219.0,1293.0,2782.0,LC
Lexus,0.0,0.0,0.0,0.0,0.0,0.0,62.0,46.0,23,17.0,9.0,6.0,3.0,0.0,0.0,3.0,0.0,LFA
Lexus,26043.0,19546.0,35226.0,20255.0,11334.0,12275.0,9568.0,8345.0,10727,8559.0,7165.0,5514.0,4094.0,9301.0,5528.0,3650.0,3739.0,LS
Lexus,8555.0,5595.0,2468.0,7915.0,3616.0,3983.0,3167.0,5005.0,4625,4052.0,3884.0,5707.0,6004.0,4753.0,4718.0,4512.0,26016.0,LX
Lexus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2927.0,43764.0,54884.0,59341.0,62079.0,58715.0,55784.0,58514.0,NX
Lexus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1922.0,14784.0,11165.0,7363.0,3358.0,4591.0,3808.0,2987.0,RC
Lexus,108775.0,108348.0,103340.0,84181.0,93379.0,95790.0,82595.0,95381.0,103920,107490.0,100610.0,109435.0,108307.0,111636.0,111036.0,101059.0,115320.0,RX
Lexus,8360.0,5847.0,3927.0,1986.0,720.0,328.0,18.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC430
Lexus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,453.0,16723.0,16962.0,17581.0,UX
Lincoln,15873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8324.0,23080.0,20924.0,Aviator
Lincoln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5261.0,12012.0,8758.0,6587.0,5256.0,1460.0,Continental
Lincoln,19109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LS
Lincoln,10274.0,12753.0,8382.0,4631.0,147.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark LT
Lincoln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13077.0,24590.0,25562.0,27048.0,26241.0,25816.0,26226.0,22790.0,MKC
Lincoln,0.0,0.0,0.0,12982.0,17174.0,14417.0,12217.0,12524.0,10793,8160.0,6877.0,4951.0,153.0,0.0,0.0,0.0,0.0,MKS
Lincoln,0.0,0.0,0.0,0.0,2580.0,7435.0,5024.0,7094.0,6014,4800.0,4696.0,4028.0,3005.0,2324.0,3388.0,329.0,0.0,MKT
Lincoln,0.0,859.0,37953.0,29076.0,21433.0,21932.0,23395.0,25107.0,23913,23995.0,22199.0,30967.0,31031.0,0.0,0.0,0.0,0.0,MKX
Lincoln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28573.0,31610.0,22743.0,25443.0,MKX/Nautilus
Lincoln,25844.0,23947.0,24050.0,14836.0,8057.0,8245.0,8018.0,8371.0,8613,10433.0,11964.0,10421.0,10523.0,17839.0,18656.0,15253.0,15631.0,Navigator
Lincoln,47122.0,39295.0,26739.0,15653.0,11375.0,11264.0,9460.0,1001.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Town Car
Lincoln,4985.0,33114.0,34363.0,30117.0,22081.0,22535.0,27529.0,28053.0,32361,34009.0,30901.0,30534.0,27387.0,19852.0,17726.0,12518.0,1681.0,Zephyr/MKZ
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7922.0,7100.0,5531.0,0.0,0.0,0.0,0.0,Maserati
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1373.0,1249.0,1018.0,0.0,0.0,0.0,0.0,Maserati
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1917.0,5448.0,0.0,0.0,0.0,0.0,Maserati
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2398.0,2268.0,1700.0,0.0,0.0,0.0,0.0,Maserati
Mazda,0.0,0.0,0.0,0.0,0.0,3021.0,13952.0,19315.0,11757,13615.0,297.0,3.0,0.0,0.0,0.0,3256.0,0.0,2
Mazda,97388.0,94437.0,120291.0,109957.0,96466.0,106353.0,102417.0,123361.0,104713,104985.0,107884.0,95567.0,75018.0,64638.0,50741.0,30352.0,41845.0,3
Mazda,4761.0,17109.0,13718.0,22021.0,18488.0,15683.0,19155.0,14640.0,13884,11613.0,8609.0,375.0,10.0,0.0,0.0,0.0,60.0,5
Mazda,71447.0,66203.0,57575.0,52590.0,34866.0,35662.0,35711.0,33756.0,43637,53224.0,57898.0,45520.0,33402.0,30938.0,21524.0,16204.0,18504.0,6
Mazda,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626
Mazda,5872.0,4086.0,2657.0,1319.0,573.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B-Series
Mazda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6406.0,18557.0,16355.0,16899.0,16229.0,8335.0,6374.0,CX-3
Mazda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,899.0,38064.0,55180.0,CX-30
Mazda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43319.0,79544,99122.0,111450.0,112235.0,127563.0,150622.0,154543.0,146420.0,163940.0,CX-5
Mazda,0.0,22325.0,41659.0,26811.0,20583.0,28788.0,35641.0,11326.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CX-7
Mazda,0.0,0.0,25566.0,26100.0,21132.0,28908.0,34421.0,24442.0,24628,18496.0,18048.0,16051.0,25828.0,28257.0,26861.0,27638.0,31803.0,CX-9
Mazda,17634.0,11600.0,122.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MPV
Mazda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,MX-30
Mazda,9801.0,16897.0,15075.0,10977.0,7917.0,6370.0,5674.0,6305.0,5780,4745.0,8591.0,9465.0,11294.0,8971.0,7753.0,8807.0,10470.0,MX-5 Miata
Mazda,14673.0,9343.0,5767.0,3368.0,2217.0,1134.0,759.0,80.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RX-8
Mazda,36761.0,26785.0,13680.0,10806.0,5525.0,3637.0,2696.0,502.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tribute
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1277.0,1227.0,1608.0,0.0,0.0,0.0,0.0,AMG GT S
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15944.0,15333.0,8108.0,A-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1525.0,4048.0,3303.0,3109.0,AMG GT
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,1.0,19.0,29.0,20,776.0,1906.0,632.0,744.0,0.0,0.0,0.0,0.0,B-Class
Mercedes-Benz,60658.0,50187.0,63701.0,72471.0,52427.0,58785.0,69314.0,81697.0,88251,75065.0,86080.0,77167.0,77447.0,54829.0,48875.0,25119.0,30816.0,C-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14113,27365.0,29643.0,25792.0,20669.0,26269.0,13212.0,11644.0,6823.0,CLA-Class
Mercedes-Benz,1320.0,1312.0,3672.0,2733.0,1220.0,1035.0,943.0,723.0,476,221.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,CL-Class
Mercedes-Benz,18227.0,16415.0,15009.0,10844.0,7150.0,585.0,6.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLK
Mercedes-Benz,14835.0,10763.0,7906.0,5775.0,2527.0,2135.0,5665.0,8065.0,8032,6981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLS-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,51312.0,46424.0,39858.0,27102.0,20946.0,E / CLS-Class
Mercedes-Benz,50383.0,50195.0,48950.0,38576.0,43072.0,60922.0,62736.0,65171.0,69803,66400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,55888.0,50896.0,0.0,0.0,0.0,0.0,0.0,E-Class/CLS-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,EQS-Sedan
Mercedes-Benz,1334.0,587.0,1152.0,931.0,662.0,919.0,1191.0,1330.0,2494,3090.0,3616.0,3950.0,4188.0,3593.0,6092.0,7723.0,8521.0,G-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21973.0,22615.0,22172.0,24465.0,GL/GLS-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6884.0,25593.0,24545.0,24104.0,24136.0,21514.0,25348.0,14323.0,GLA-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1173.0,23185.0,26676.0,GLB
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69729.0,72439.0,52626.0,51805.0,GLC/GLK-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,48643.0,0.0,0.0,0.0,0.0,GLC-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27902.0,47872.0,0.0,0.0,0.0,0.0,0.0,GLC-Class & GLK-Class
Mercedes-Benz,0.0,18776.0,26396.0,23328.0,15012.0,19943.0,25139.0,26042.0,29912,26597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GL-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,54595.0,46010.0,48664.0,48153.0,65073.0,GLE-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,53217.0,51791.0,0.0,0.0,0.0,0.0,0.0,GLE-Class & M-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,21944.0,20946.0,24310.0,29364.0,32553,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLK-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27707.0,30442.0,32248.0,0.0,0.0,0.0,0.0,GLS-Class GL-Class
Mercedes-Benz,34959.0,31632.0,33879.0,34320.0,25799.0,29698.0,35835.0,38101.0,41326,46726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7579.0,7800.0,11718.0,12994.0,13054.0,Metris
Mercedes-Benz,4959.0,18168.0,13031.0,7733.0,2825.0,2937.0,2385.0,1473.0,30,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,R-Class
Mercedes-Benz,16036.0,30886.0,26081.0,17787.0,11199.0,13608.0,12258.0,11794.0,13303,25276.0,21936.0,18803.0,15888.0,14978.0,12503.0,8589.0,14284.0,S-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2860.0,1993.0,1916.0,2121.0,225.0,SLC-Class
Mercedes-Benz,10080.0,8462.0,6126.0,5464.0,4025.0,2385.0,1449.0,4899.0,7007,5030.0,4060.0,3722.0,2940.0,2126.0,1791.0,1783.0,460.0,SL-Class
Mercedes-Benz,11278.0,10410.0,7270.0,4941.0,2566.0,1980.0,3220.0,4595.0,4757,4737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SLK-Class
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4182.0,3397.0,0.0,0.0,0.0,0.0,0.0,SLK-Class/SLC-Class
Mercedes-Benz,200.0,141.0,104.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SLR McLaren
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,499.0,722.0,800.0,451,232.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,SLS AMG
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21816,25745.0,0.0,0.0,27415.0,27564.0,29757.0,37513.0,40534.0,Sprinter
Mercedes-Benz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,29889.0,34304.0,0.0,0.0,0.0,0.0,0.0,Sprinter/Metris
Mercury,64716.0,54688.0,50664.0,29766.0,24783.0,28543.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grand Marquis
Mercury,34099.0,33941.0,34844.0,32306.0,28688.0,29912.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mariner
Mercury,5321.0,35853.0,37244.0,31393.0,27403.0,28912.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Milan
Mercury,27007.0,22332.0,10755.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montego
Mercury,8166.0,4467.0,700.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monterey
Mercury,32491.0,29567.0,23849.0,10596.0,5169.0,5791.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mountaineer
Mercury,24149.0,0.0,10366.0,16187.0,6256.0,37.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sable
Other Import,40820.0,39171.0,42045.0,54077.0,45225.0,45644.0,0.0,0.0,0,0.0,0.0,0.0,32232.0,26119.0,22123.0,18684.0,22970.0,Mini Cooper
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,6844.0,5769.0,5155,2613.0,462.0,12204.0,0.0,0.0,0.0,0.0,0.0,Mini Cooper
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,4964.0,4813.0,4460,3536.0,3098.0,4584.0,0.0,0.0,0.0,0.0,0.0,Mini Cooper
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,953.0,2880.0,2540,956.0,460.0,8.0,0.0,0.0,0.0,0.0,0.0,Mini Cooper
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,28067.0,29278.0,26954,22843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mini Cooper
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19808.0,11264.0,0.0,0.0,0.0,0.0,0.0,Mini Cooper
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15189.0,11174.0,0.0,0.0,0.0,0.0,0.0,Mini Cooper
Other Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371.0,2806,1437.0,1103.0,5.0,0.0,0.0,0.0,0.0,0.0,Mini Cooper
Mini Countryman,0.0,0.0,0.0,0.0,0.0,0.0,16683.0,21012.0,21325,22645.0,16686.0,12706.0,14864.0,17565.0,14042.0,9363.0,12198.0,Mini Countryman
Mini Paceman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3262,2082.0,1708.0,85.0,9.0,0.0,0.0,0.0,0.0,Mini Paceman
Mitsubishi,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diamante
Mitsubishi,24487.0,33003.0,27292.0,20107.0,6672.0,4282.0,4455.0,712.0,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eclipse
Mitsubishi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9485.0,19661.0,10319.0,8946.0,Eclipse Cross
Mitsubishi,0.0,0.0,0.0,0.0,0.0,0.0,3091.0,461.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eclipse Spyder
Mitsubishi,20994.0,14017.0,11886.0,5938.0,3228.0,4294.0,9658.0,501.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Endeavor
Mitsubishi,33976.0,27673.0,26491.0,26941.0,11740.0,11492.0,15631.0,13261.0,1441,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Galant
Mitsubishi,0.0,0.0,0.0,0.0,0.0,0.0,80.0,588.0,1029,196.0,115.0,94.0,6.0,0.0,0.0,0.0,0.0,i-MiEV
Mitsubishi,27849.0,23167.0,31376.0,27861.0,20117.0,21416.0,19874.0,16426.0,19451,16495.0,17691.0,14304.0,12725.0,0.0,0.0,0.0,0.0,Lancer
Mitsubishi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2935,16708.0,21515.0,22226.0,22386.0,24316.0,26966.0,19135.0,22743.0,Mirage
Mitsubishi,2778.0,1609.0,401.0,4.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montero
Mitsubishi,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montero Sport
Mitsubishi,11848.0,11493.0,23285.0,13471.0,10283.0,12500.0,9788.0,7750.0,12287,13068.0,19055.0,26576.0,35310.0,37952.0,37965.0,27133.0,33883.0,Outlander
Mitsubishi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,99.0,3866.0,2810.0,1964.0,2249.0,Outlander PHEV
Mitsubishi,0.0,0.0,0.0,0.0,0.0,1690.0,16443.0,18091.0,24951,31054.0,36966.0,33067.0,33160.0,36867.0,26144.0,28835.0,34214.0,Outlander Sport
Mitsubishi,1145.0,7595.0,8262.0,2935.0,1944.0,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raider
Nissan/Datsun,27278.0,24635.0,18957.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350Z
Nissan/Datsun,0.0,0.0,0.0,10337.0,13117.0,10215.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350Z/370Z
Nissan/Datsun,0.0,0.0,0.0,0.0,0.0,0.0,7328.0,7338.0,6561,7199.0,7391.0,5913.0,4614.0,3468.0,2384.0,1955.0,37.0,370Z
Nissan/Datsun,255371.0,232457.0,284762.0,269668.0,203568.0,229263.0,268981.0,302934.0,320723,335644.0,333398.0,307380.0,254996.0,209146.0,209183.0,137988.0,103776.0,Altima
Nissan/Datsun,39508.0,32864.0,31632.0,15685.0,9903.0,19344.0,18331.0,18072.0,14383,12593.0,12737.0,14035.0,35667.0,32650.0,32044.0,19638.0,22815.0,Armada
Nissan/Datsun,0.0,0.0,0.0,0.0,21471.0,22968.0,14459.0,7667.0,5461,3785.0,943.0,15.0,0.0,0.0,0.0,0.0,0.0,Cube
Nissan/Datsun,72838.0,77510.0,64397.0,44997.0,28415.0,40427.0,51700.0,55435.0,62837,74323.0,62817.0,86926.0,74360.0,79646.0,72369.0,54817.0,60697.0,Frontier
Nissan/Datsun,0.0,0.0,0.0,1730.0,1534.0,877.0,1294.0,1188.0,1236,1436.0,1105.0,698.0,578.0,538.0,331.0,303.0,228.0,GT-R
Nissan/Datsun,0.0,0.0,0.0,0.0,0.0,8639.0,35886.0,36358.0,38157,38184.0,27121.0,19577.0,10157.0,0.0,0.0,0.0,0.0,Juke
Nissan/Datsun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23312.0,58193.0,58858.0,82960.0,Kicks
Nissan/Datsun,0.0,0.0,0.0,0.0,0.0,19.0,9674.0,9819.0,22610,30200.0,17269.0,14006.0,11230.0,14715.0,12365.0,9559.0,14237.0,Leaf
Nissan/Datsun,75425.0,69763.0,52574.0,47072.0,53351.0,60569.0,58737.0,59349.0,53896,50401.0,40359.0,62670.0,67627.0,42337.0,35076.0,18141.0,16386.0,Maxima
Nissan/Datsun,74454.0,81362.0,76358.0,71401.0,52546.0,53999.0,53626.0,51675.0,44684,47301.0,62907.0,86953.0,76732.0,83547.0,68361.0,58256.0,46115.0,Murano
Nissan/Datsun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12589,14890.0,16958.0,17873.0,17858.0,16902.0,20022.0,15248.0,11374.0,NV
Nissan/Datsun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4619,13385.0,17317.0,18523.0,18602.0,18628.0,18768.0,17126.0,17359.0,NV200
Nissan/Datsun,76156.0,73124.0,63056.0,33555.0,18341.0,21438.0,25935.0,42621.0,88632,79111.0,82041.0,81701.0,81065.0,67550.0,65691.0,48579.0,41324.0,Pathfinder
Nissan/Datsun,40357.0,31905.0,28590.0,18252.0,8437.0,177.0,12199.0,18275.0,12874,9833.0,11018.0,11115.0,4950.0,0.0,0.0,0.0,0.0,Quest
Nissan/Datsun,0.0,0.0,17808.0,73053.0,77222.0,99515.0,124543.0,142349.0,162751,199199.0,287190.0,329904.0,403465.0,412110.0,350447.0,227936.0,285601.0,Rogue
Nissan/Datsun,119489.0,117922.0,106522.0,99797.0,82706.0,94065.0,114991.0,106395.0,129143,183268.0,203509.0,214709.0,218451.0,213046.0,184618.0,94645.0,127862.0,Sentra
Nissan/Datsun,86945.0,72192.0,65746.0,34053.0,19042.0,23416.0,21994.0,21576.0,15691,12527.0,12140.0,21880.0,52924.0,50459.0,31514.0,26441.0,27406.0,Titan
Nissan/Datsun,0.0,22044.0,79443.0,85182.0,82906.0,99705.0,99730.0,113327.0,117352,139781.0,144528.0,132214.0,106772.0,75809.0,66596.0,48272.0,60913.0,Versa
Nissan/Datsun,72447.0,62325.0,51355.0,33579.0,16455.0,20523.0,18221.0,17222.0,17766,16505.0,10672.0,38.0,1.0,0.0,0.0,0.0,0.0,Xterra
Oldsmobile,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alero
Oldsmobile,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aurora
Oldsmobile,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bravada
Oldsmobile,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Silhouette
Pontiac,5020.0,347.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aztek
Pontiac,10037.0,1160.0,130.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bonneville
Pontiac,0.0,0.0,0.0,0.0,6223.0,14.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G3
Pontiac,0.0,7902.0,27928.0,25439.0,12362.0,87.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G5
Pontiac,124844.0,157644.0,150001.0,140240.0,87171.0,479.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G6
Pontiac,0.0,0.0,0.0,15002.0,23157.0,274.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G8
Pontiac,31613.0,828.0,99.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grand Am
Pontiac,122398.0,108634.0,87622.0,8636.0,265.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grand Prix
Pontiac,11590.0,11268.0,4200.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GTO
Pontiac,3732.0,388.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montana
Pontiac,23439.0,13100.0,1359.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montana SV6
Pontiac,5445.0,19710.0,16779.0,10739.0,5642.0,157.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Solstice
Pontiac,25114.0,853.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunfire
