BODY_TYP,ST_CASE,BODY_TYPNAME,Model_ID,Make_ID,Model_Name,Case_Year,Make_Name,car_year
4,50369,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,50370,,47.0,35.0,Altima,2010.0,Nissan/Datsun,1994.0
2,50371,,11.0,12.0,Granada,2010.0,Ford,1994.0
80,50373,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,50374,,705.0,53.0,450-749cc,2010.0,Suzuki,1994.0
31,50375,,482.0,7.0,Ram,2010.0,Dodge,1994.0
31,50376,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
14,50377,,401.0,12.0,Bronco,2010.0,Ford,1994.0
4,50378,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
4,50379,,40.0,49.0,Camry,2010.0,Toyota,1994.0
4,50380,,41.0,7.0,Intrepid,2010.0,Dodge,1994.0
4,50381,,34.0,53.0,Forenza,2010.0,Suzuki,1994.0
4,50382,,21.0,21.0,Alero,2010.0,Oldsmobile,1994.0
31,50383,,482.0,7.0,Ram,2010.0,Dodge,1994.0
2,50384,,4.0,12.0,Thunderbird,2010.0,Ford,1994.0
80,50385,,705.0,53.0,450-749cc,2010.0,Suzuki,1994.0
66,50386,,881.0,12.0,Medium/Heavy – CBE,2010.0,Ford,1994.0
4,50387,,2.0,22.0,Bonneville,2010.0,Pontiac,1994.0
2,50388,,39.0,7.0,Stealth,2010.0,Dodge,1994.0
4,50389,,32.0,20.0,Nova/Geo Prizm/Prism,2010.0,Chevrolet,1994.0
31,50390,,481.0,12.0,F-Series,2010.0,Ford,1994.0
14,50391,,401.0,14.0,Mountaineer,2010.0,Mercury,1994.0
31,50392,,482.0,7.0,Ram,2010.0,Dodge,1994.0
80,50393,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
2,50394,,20.0,22.0,Grand Prix,2010.0,Pontiac,1994.0
90,50395,,739.0,37.0,Unknown cc (ATV),2010.0,Honda,2010.0
66,50397,,881.0,82.0,Medium/Heavy - CBE,2010.0,Freightliner,1994.0
4,50398,,31.0,20.0,Spectrum,2010.0,Chevrolet,1994.0
4,50399,,13.0,12.0,Escort/EXP/ZX2,2010.0,Ford,1994.0
80,50400,,709.0,76.0,Unknown cc,2010.0,Yamaha,1994.0
4,50401,,20.0,7.0,Neon,2010.0,Dodge,1994.0
31,50402,,481.0,12.0,F-Series,2010.0,Ford,1994.0
2,50403,,37.0,55.0,Tiburon,2010.0,Hyundai,1994.0
14,50404,,402.0,35.0,Xterra,2010.0,Nissan/Datsun,1994.0
4,50405,,1.0,21.0,Cutlass (RWD-only),2010.0,Oldsmobile,1994.0
14,50406,,402.0,2.0,CJ-5/CJ-6/CJ-7/CJ-8,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
30,50407,,472.0,35.0,Frontier,2010.0,Nissan/Datsun,1994.0
4,50408,,20.0,21.0,Cutlass (FWD),2010.0,Oldsmobile,1994.0
2,50409,,43.0,7.0,Stratus,2010.0,Dodge,1994.0
80,50410,,709.0,37.0,Unknown cc,2010.0,Honda,2010.0
4,50411,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
4,50412,,37.0,20.0,Malibu,2010.0,Chevrolet,1994.0
4,50413,,43.0,49.0,Avalon,2010.0,Toyota,1994.0
80,50414,,709.0,37.0,Unknown cc,2010.0,Honda,2010.0
4,50416,,18.0,22.0,Grand AM,2010.0,Pontiac,1994.0
4,50417,,17.0,12.0,Taurus,2010.0,Ford,1994.0
6,50418,,11.0,7.0,Aries (K),2010.0,Dodge,1994.0
4,50419,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
80,50420,,709.0,37.0,Unknown cc,2010.0,Honda,2010.0
80,50421,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
14,50422,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
80,50423,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,50424,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,50425,,20.0,21.0,Cutlass (FWD),2010.0,Oldsmobile,1994.0
31,50426,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
4,50427,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
4,50428,,20.0,7.0,Neon,2010.0,Dodge,1994.0
31,50430,,481.0,12.0,F-Series,2010.0,Ford,1994.0
31,50431,,481.0,12.0,F-Series,2010.0,Ford,1994.0
5,50432,,8.0,7.0,Charger,2010.0,Dodge,1994.0
4,50433,,20.0,7.0,Neon,2010.0,Dodge,1994.0
31,50434,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,50435,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,50435,,47.0,35.0,Altima,2010.0,Nissan/Datsun,1994.0
31,50436,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
31,50437,,482.0,7.0,Ram,2010.0,Dodge,1994.0
2,50438,,21.0,21.0,Alero,2010.0,Oldsmobile,1994.0
4,50439,,17.0,12.0,Taurus,2010.0,Ford,1994.0
14,50440,,401.0,52.0,Montero,2010.0,Mitsubishi,1994.0
4,50441,,18.0,19.0,CTS,2010.0,Cadillac,1994.0
80,50442,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,50443,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
31,50444,,482.0,7.0,Ram,2010.0,Dodge,1994.0
80,50445,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,50446,,2.0,18.0,LeSabre,2010.0,Buick / Opel,2010.0
80,50447,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
4,50449,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
14,50450,,402.0,7.0,Durango,2010.0,Dodge,1994.0
20,50452,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
2,50453,,16.0,22.0,Sunfire,2010.0,Pontiac,1994.0
4,50454,,6.0,14.0,Grand Marquis,2010.0,Mercury,1994.0
66,50455,,881.0,82.0,Medium/Heavy - CBE,2010.0,Freightliner,1994.0
31,50456,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
4,50458,,7.0,9.0,Caravelle,2010.0,Plymouth,1994.0
14,50459,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
4,50460,,39.0,35.0,Maxima,2010.0,Nissan/Datsun,1994.0
80,50461,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
31,50462,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
2,50462,,32.0,37.0,Accord,2010.0,Honda,2010.0
31,50463,,481.0,23.0,Sierra,2010.0,GMC,1994.0
80,50465,,703.0,37.0,125-349 cc,2010.0,Honda,2010.0
4,50466,,31.0,37.0,Civic,2010.0,Honda,2010.0
80,50468,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
14,50469,,401.0,12.0,Bronco,2010.0,Ford,1994.0
80,50470,,706.0,76.0,750cc or greater,2010.0,Yamaha,1994.0
14,50471,,401.0,20.0,Blazer,2010.0,Chevrolet,1994.0
66,50472,,881.0,85.0,Medium/Heavy - CBE,2010.0,Kenworth,1994.0
4,50473,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
4,50475,,32.0,37.0,Accord,2010.0,Honda,2010.0
80,50476,,709.0,76.0,Unknown cc,2010.0,Yamaha,1994.0
30,50477,,472.0,49.0,Tacoma,2010.0,Toyota,1994.0
20,50478,,441.0,23.0,Safari,2010.0,GMC,1994.0
31,50479,,481.0,23.0,Sierra,2010.0,GMC,1994.0
14,50480,,401.0,35.0,Pathfinder,2010.0,Nissan/Datsun,1994.0
4,50481,,32.0,37.0,Accord,2010.0,Honda,2010.0
80,50482,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,50483,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
66,50484,,881.0,85.0,Medium/Heavy - CBE,2010.0,Kenworth,1994.0
14,50485,,401.0,12.0,Bronco,2010.0,Ford,1994.0
4,50486,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,50487,,4.0,18.0,Roadmaster,2010.0,Buick / Opel,2010.0
30,50488,,471.0,23.0,Sonoma,2010.0,GMC,1994.0
66,50489,,881.0,85.0,Medium/Heavy - CBE,2010.0,Kenworth,1994.0
30,50490,,472.0,49.0,Tacoma,2010.0,Toyota,1994.0
4,50491,,17.0,21.0,Ciera,2010.0,Oldsmobile,1994.0
4,50492,,40.0,49.0,Camry,2010.0,Toyota,1994.0
4,50493,,14.0,6.0,New Yorker/E-Class/Imperial/ Fifth Avenue,2010.0,Chrysler,2010.0
80,50494,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
31,50495,,481.0,12.0,F-Series,2010.0,Ford,1994.0
80,50496,,705.0,37.0,450-749 cc,2010.0,Honda,2010.0
4,50497,,1.0,24.0,SL,2010.0,Saturn,1994.0
14,50498,,401.0,20.0,Blazer,2010.0,Chevrolet,1994.0
80,50499,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
2,50500,,35.0,52.0,Mirage,2010.0,Mitsubishi,1994.0
3,50501,,34.0,20.0,Geo Metro/Metro,2010.0,Chevrolet,1994.0
30,50502,,471.0,35.0,Pickup (1955-1997),2010.0,Nissan/Datsun,1994.0
16,50503,,431.0,20.0,Suburban,2010.0,Chevrolet,1994.0
66,50504,,881.0,87.0,Medium/Heavy - CBE,2010.0,Peterbilt,1994.0
2,50505,,36.0,20.0,Monte Carlo,2010.0,Chevrolet,1994.0
20,50506,,441.0,37.0,Odyssey,2010.0,Honda,2010.0
90,50507,,739.0,37.0,Unknown cc (ATV),2010.0,Honda,2010.0
21,50508,,461.0,20.0,G-series van,2010.0,Chevrolet,1994.0
4,50509,,35.0,41.0,2,2010.0,Mazda,1994.0
15,50510,,421.0,20.0,Blazer,2010.0,Chevrolet,1994.0
4,50511,,32.0,37.0,Accord,2010.0,Honda,2010.0
14,50512,,402.0,38.0,Rodeo,2010.0,Isuzu,1994.0
4,50513,,20.0,22.0,Grand Prix,2010.0,Pontiac,1994.0
4,50514,,2.0,18.0,LeSabre,2010.0,Buick / Opel,2010.0
80,50515,,709.0,72.0,Unknown cc,2010.0,Harley-Davidson,1994.0
14,50516,,401.0,37.0,Passport,2010.0,Honda,2010.0
16,50517,,431.0,20.0,Suburban,2010.0,Chevrolet,1994.0
80,50518,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
80,50520,,709.0,72.0,Unknown cc,2010.0,Harley-Davidson,1994.0
6,50521,,52.0,6.0,PT Cruiser,2010.0,Chrysler,2010.0
4,50522,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,50523,,43.0,49.0,Avalon,2010.0,Toyota,1994.0
14,50524,,402.0,38.0,Rodeo,2010.0,Isuzu,1994.0
4,50525,,40.0,49.0,Camry,2010.0,Toyota,1994.0
2,50526,,37.0,55.0,Tiburon,2010.0,Hyundai,1994.0
66,50527,,881.0,83.0,Medium/Heavy – CBE,2010.0,FWD,1994.0
4,50528,,3.0,18.0,Park Avenue,2010.0,Buick / Opel,2010.0
4,50529,,17.0,12.0,Taurus,2010.0,Ford,1994.0
2,50530,,17.0,6.0,LeBaron GTS/GTC,2010.0,Chrysler,2010.0
4,50531,,35.0,12.0,Contour,2010.0,Ford,1994.0
4,50531,,32.0,64.0,Nubira,2010.0,Daewoo,2001.0
4,50532,,32.0,20.0,Nova/Geo Prizm/Prism,2010.0,Chevrolet,1994.0
66,50533,,881.0,89.0,Medium/Heavy - CBE,2010.0,White/Autocar White/GMC,1994.0
4,50534,,20.0,7.0,Neon,2010.0,Dodge,1994.0
21,50535,,461.0,7.0,Ram,2010.0,Dodge,1994.0
2,50536,,31.0,37.0,Civic,2010.0,Honda,2010.0
30,50537,,471.0,20.0,S-10/T-10 Pickup,2010.0,Chevrolet,1994.0
4,50538,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
31,50540,,482.0,7.0,Ram,2010.0,Dodge,1994.0
4,50540,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,50541,,32.0,37.0,Accord,2010.0,Honda,2010.0
14,50542,,401.0,12.0,Bronco,2010.0,Ford,1994.0
31,50543,,481.0,12.0,F-Series,2010.0,Ford,1994.0
31,50544,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
2,50545,,33.0,37.0,Prelude,2010.0,Honda,2010.0
30,50546,,471.0,12.0,Ranger,2010.0,Ford,1994.0
14,50547,,401.0,49.0,4-Runner,2010.0,Toyota,1994.0
30,50549,,471.0,20.0,S-10/T-10 Pickup,2010.0,Chevrolet,1994.0
2,50550,,32.0,42.0,230/280 SL,2010.0,Mercedes-Benz,1994.0
80,50551,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
21,50552,,461.0,20.0,G-series van,2010.0,Chevrolet,1994.0
4,50553,,3.0,19.0,Deville,2010.0,Cadillac,1994.0
4,50554,,32.0,59.0,LS,2010.0,Lexus,1994.0
15,50555,,421.0,19.0,Escalade,2010.0,Cadillac,1994.0
31,50557,,482.0,7.0,Ram,2010.0,Dodge,1994.0
66,50558,,881.0,82.0,Medium/Heavy - CBE,2010.0,Freightliner,1994.0
4,50559,,35.0,12.0,Contour,2010.0,Ford,1994.0
30,50560,,471.0,35.0,Pickup (1955-1997),2010.0,Nissan/Datsun,1994.0
4,50561,,19.0,20.0,Beretta/Corsica,2010.0,Chevrolet,1994.0
14,50563,,403.0,2.0,Wrangler,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
4,50564,,2.0,18.0,LeSabre,2010.0,Buick / Opel,2010.0
14,50565,,401.0,20.0,Blazer,2010.0,Chevrolet,1994.0
2,50567,,9.0,22.0,Firebird/Trans AM,2010.0,Pontiac,1994.0
4,50568,,20.0,20.0,Lumina,2010.0,Chevrolet,1994.0
30,50571,,472.0,35.0,Frontier,2010.0,Nissan/Datsun,1994.0
2,50571,,5.0,13.0,Continental,2010.0,Lincoln,1994.0
2,50572,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,50573,,32.0,37.0,Accord,2010.0,Honda,2010.0
31,50574,,481.0,12.0,F-Series,2010.0,Ford,1994.0
14,50575,,401.0,52.0,Montero,2010.0,Mitsubishi,1994.0
80,50576,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,50577,,40.0,49.0,Camry,2010.0,Toyota,1994.0
4,50578,,32.0,37.0,Accord,2010.0,Honda,2010.0
31,50579,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
4,50580,,1.0,13.0,Continental,2010.0,Lincoln,1994.0
4,50581,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
31,50582,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
4,50583,,15.0,12.0,Tempo,2010.0,Ford,1994.0
31,50584,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
14,50585,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
14,50586,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
2,50587,,8.0,18.0,Apollo/Skylark,2010.0,Buick / Opel,2010.0
66,50588,,881.0,84.0,Medium/Heavy - CBE,2010.0,International Harvester/Navistar,1994.0
4,50589,,1.0,24.0,SL,2010.0,Saturn,1994.0
80,50590,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
31,50591,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
4,50592,,23.0,21.0,Intrigue,2010.0,Oldsmobile,1994.0
14,50593,,401.0,14.0,Mountaineer,2010.0,Mercury,1994.0
4,50594,,3.0,19.0,Deville,2010.0,Cadillac,1994.0
15,50595,,421.0,23.0,Yukon,2010.0,GMC,1994.0
90,50596,,739.0,37.0,Unknown cc (ATV),2010.0,Honda,2010.0
14,50597,,401.0,20.0,Blazer,2010.0,Chevrolet,1994.0
31,50598,,482.0,7.0,Ram,2010.0,Dodge,1994.0
30,60002,,473.0,20.0,Colorado,2010.0,Chevrolet,1994.0
31,60004,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
30,60005,,472.0,49.0,Tacoma,2010.0,Toyota,1994.0
30,60006,,473.0,12.0,Explorer,2010.0,Ford,1994.0
31,60007,,482.0,7.0,Ram,2010.0,Dodge,1994.0
4,60009,,32.0,59.0,LS,2010.0,Lexus,1994.0
2,60012,,32.0,37.0,Accord,2010.0,Honda,2010.0
2,60013,,9.0,22.0,Firebird/Trans AM,2010.0,Pontiac,1994.0
4,60014,,2.0,20.0,Impala,2010.0,Chevrolet,1994.0
4,60015,,20.0,21.0,Cutlass (FWD),2010.0,Oldsmobile,1994.0
14,60016,,466.0,3.0,Dispatcher,2010.0,AM General,1994.0
4,60018,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
4,60019,,34.0,39.0,S-Type,2010.0,Jaguar,1994.0
4,60020,,40.0,49.0,Camry,2010.0,Toyota,1994.0
80,60021,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,60022,,703.0,73.0,125-349cc,2010.0,Kawasaki,1994.0
2,60024,,3.0,12.0,Mustang,2010.0,Ford,1994.0
2,60026,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,60027,,39.0,35.0,Maxima,2010.0,Nissan/Datsun,1994.0
31,60028,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
14,60029,,401.0,12.0,Bronco,2010.0,Ford,1994.0
4,60030,,39.0,42.0,190,2010.0,Mercedes-Benz,1994.0
4,60031,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,60032,,6.0,14.0,Grand Marquis,2010.0,Mercury,1994.0
4,60037,,37.0,12.0,Focus,2010.0,Ford,1994.0
4,60038,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,60039,,7.0,18.0,Century,2010.0,Buick / Opel,2010.0
3,60040,,34.0,20.0,Geo Metro/Metro,2010.0,Chevrolet,1994.0
4,60041,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
6,60042,,399.0,32.0,Unknown (automobile),2010.0,Audi,1994.0
4,60043,,40.0,30.0,Jetta,2010.0,Volkswagen,1994.0
6,60044,,7.0,18.0,Century,2010.0,Buick / Opel,2010.0
4,60045,,12.0,13.0,LS,2010.0,Lincoln,1994.0
4,60046,,31.0,37.0,Civic,2010.0,Honda,2010.0
2,60046,,3.0,12.0,Mustang,2010.0,Ford,1994.0
4,60047,,39.0,35.0,Maxima,2010.0,Nissan/Datsun,1994.0
14,60048,,401.0,38.0,Trooper,2010.0,Isuzu,1994.0
2,60049,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
20,60050,,443.0,35.0,Quest,2010.0,Nissan/Datsun,1994.0
4,60052,,39.0,42.0,190,2010.0,Mercedes-Benz,1994.0
4,60053,,31.0,37.0,Civic,2010.0,Honda,2010.0
3,60056,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,60057,,40.0,30.0,Jetta,2010.0,Volkswagen,1994.0
6,60059,,3.0,24.0,SW,2010.0,Saturn,1994.0
30,60060,,471.0,23.0,Sonoma,2010.0,GMC,1994.0
4,60062,,41.0,7.0,Intrepid,2010.0,Dodge,1994.0
31,60063,,481.0,23.0,Sierra,2010.0,GMC,1994.0
80,60064,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,60065,,18.0,7.0,Dynasty,2010.0,Dodge,1994.0
2,60067,,13.0,12.0,Escort/EXP/ZX2,2010.0,Ford,1994.0
20,60068,,442.0,12.0,Windstar,2010.0,Ford,1994.0
4,60069,,35.0,34.0,5-series,2010.0,BMW,1994.0
5,60070,,42.0,30.0,Golf,2010.0,Volkswagen,1994.0
31,60071,,473.0,35.0,Titan,2010.0,Nissan/Datsun,1994.0
4,60073,,47.0,35.0,Altima,2010.0,Nissan/Datsun,1994.0
4,60074,,51.0,6.0,300,2010.0,Chrysler,2010.0
4,60075,,5.0,13.0,Continental,2010.0,Lincoln,1994.0
30,60076,,471.0,20.0,S-10/T-10 Pickup,2010.0,Chevrolet,1994.0
4,60077,,32.0,37.0,Accord,2010.0,Honda,2010.0
20,60078,,441.0,6.0,Town and Country,2010.0,Chrysler,2010.0
30,60079,,471.0,12.0,Ranger,2010.0,Ford,1994.0
4,60080,,20.0,20.0,Lumina,2010.0,Chevrolet,1994.0
5,60081,,34.0,20.0,Geo Metro/Metro,2010.0,Chevrolet,1994.0
4,60082,,31.0,64.0,Lanos,2010.0,Daewoo,2001.0
4,60083,,14.0,6.0,New Yorker/E-Class/Imperial/ Fifth Avenue,2010.0,Chrysler,2010.0
4,60084,,32.0,37.0,Accord,2010.0,Honda,2010.0
31,60085,,481.0,12.0,F-Series,2010.0,Ford,1994.0
31,60086,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,60087,,7.0,18.0,Century,2010.0,Buick / Opel,2010.0
4,60088,,31.0,37.0,Civic,2010.0,Honda,2010.0
3,60089,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,60090,,47.0,35.0,Altima,2010.0,Nissan/Datsun,1994.0
4,60091,,1.0,24.0,SL,2010.0,Saturn,1994.0
2,60092,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
15,60093,,422.0,12.0,Expedition,2010.0,Ford,1994.0
14,60096,,401.0,35.0,Pathfinder,2010.0,Nissan/Datsun,1994.0
20,60097,,441.0,41.0,MPV,2010.0,Mazda,1994.0
80,60100,,705.0,73.0,450-749cc,2010.0,Kawasaki,1994.0
5,60102,,50.0,41.0,6,2010.0,Mazda,1994.0
14,60104,,401.0,49.0,4-Runner,2010.0,Toyota,1994.0
2,60105,,20.0,7.0,Neon,2010.0,Dodge,1994.0
4,60107,,39.0,35.0,Maxima,2010.0,Nissan/Datsun,1994.0
2,60108,,3.0,12.0,Mustang,2010.0,Ford,1994.0
20,60110,,442.0,49.0,Sienna,2010.0,Toyota,1994.0
5,60111,,31.0,47.0,99/99E/900,2010.0,Saab,1994.0
2,60113,,4.0,12.0,Thunderbird,2010.0,Ford,1994.0
4,60115,,40.0,49.0,Camry,2010.0,Toyota,1994.0
2,60118,,32.0,37.0,Accord,2010.0,Honda,2010.0
80,60119,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
15,60120,,422.0,49.0,Sequoia,2010.0,Toyota,1994.0
15,60121,,421.0,12.0,Bronco,2010.0,Ford,1994.0
4,60123,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,60124,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
4,60125,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
4,60126,,31.0,37.0,Civic,2010.0,Honda,2010.0
15,60127,,421.0,23.0,Yukon,2010.0,GMC,1994.0
4,60128,,34.0,52.0,Galant,2010.0,Mitsubishi,1994.0
2,60129,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,60130,,36.0,55.0,Accent,2010.0,Hyundai,1994.0
31,60133,,481.0,12.0,F-Series,2010.0,Ford,1994.0
14,60134,,402.0,37.0,CR-V,2010.0,Honda,2010.0
4,60135,,6.0,14.0,Grand Marquis,2010.0,Mercury,1994.0
4,60137,,20.0,9.0,"Neon (2002 and on, see Dodge)",2010.0,Plymouth,1994.0
2,60138,,43.0,42.0,S Class (95 on),2010.0,Mercedes-Benz,1994.0
2,60140,,3.0,21.0,Ninety-Eight/Regency,2010.0,Oldsmobile,1994.0
4,60141,,34.0,52.0,Galant,2010.0,Mitsubishi,1994.0
4,60143,,3.0,19.0,Deville,2010.0,Cadillac,1994.0
4,60144,,34.0,48.0,Legacy,2010.0,Subaru,1994.0
14,60145,,402.0,12.0,Escape,2010.0,Ford,1994.0
80,60147,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,60148,,709.0,98.0,Unknown cc,2010.0,Other Make,2010.0
80,60149,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
2,60150,,32.0,37.0,Accord,2010.0,Honda,2010.0
6,60150,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
4,60151,,17.0,12.0,Taurus,2010.0,Ford,1994.0
14,60153,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
2,60154,,3.0,12.0,Mustang,2010.0,Ford,1994.0
4,60156,,37.0,12.0,Focus,2010.0,Ford,1994.0
4,60157,,18.0,22.0,Grand AM,2010.0,Pontiac,1994.0
2,60158,,31.0,37.0,Civic,2010.0,Honda,2010.0
14,60159,,403.0,2.0,Wrangler,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
2,60160,,33.0,37.0,Prelude,2010.0,Honda,2010.0
1,60161,,3.0,12.0,Mustang,2010.0,Ford,1994.0
1,60164,,3.0,12.0,Mustang,2010.0,Ford,1994.0
4,60166,,3.0,21.0,Ninety-Eight/Regency,2010.0,Oldsmobile,1994.0
4,60167,,38.0,48.0,Impreza,2010.0,Subaru,1994.0
31,60168,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,60170,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
4,60171,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
14,60172,,402.0,53.0,Vitara,2010.0,Suzuki,1994.0
4,60173,,17.0,21.0,Ciera,2010.0,Oldsmobile,1994.0
4,60174,,3.0,19.0,Deville,2010.0,Cadillac,1994.0
80,60175,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,60176,,33.0,55.0,Sonata,2010.0,Hyundai,1994.0
80,60177,,705.0,73.0,450-749cc,2010.0,Kawasaki,1994.0
90,60178,,733.0,53.0,125-349cc (ATV),2010.0,Suzuki,1994.0
3,60179,,32.0,55.0,Excel,2010.0,Hyundai,1994.0
4,60181,,48.0,42.0,E Class (97 on),2010.0,Mercedes-Benz,1994.0
4,60183,,31.0,59.0,ES,2010.0,Lexus,1994.0
4,60186,,37.0,41.0,2,2010.0,Mazda,1994.0
4,60190,,7.0,24.0,Ion,2010.0,Saturn,1994.0
2,60191,,42.0,7.0,Avenger,2010.0,Dodge,1994.0
2,60192,,3.0,12.0,Mustang,2010.0,Ford,1994.0
4,60194,,7.0,18.0,Century,2010.0,Buick / Opel,2010.0
4,60196,,35.0,55.0,Elantra,2010.0,Hyundai,1994.0
9,60198,,3.0,12.0,Mustang,2010.0,Ford,1994.0
3,60200,,3.0,12.0,Mustang,2010.0,Ford,1994.0
14,60201,,401.0,12.0,Bronco,2010.0,Ford,1994.0
4,60204,,32.0,37.0,Accord,2010.0,Honda,2010.0
2,60205,,9.0,20.0,Camaro,2010.0,Chevrolet,1994.0
4,60207,,31.0,59.0,ES,2010.0,Lexus,1994.0
2,60208,,38.0,49.0,Tercel,2010.0,Toyota,1994.0
4,60209,,34.0,52.0,Galant,2010.0,Mitsubishi,1994.0
59,60210,,988.0,12.0,Other (bus),2010.0,Ford,1994.0
80,60211,,706.0,73.0,750cc or greater,2010.0,Kawasaki,1994.0
4,60212,,32.0,63.0,Rio,2010.0,KIA,2001.0
20,60213,,442.0,9.0,"Voyager (minivan) (2001 and on, see Chrysler)",2010.0,Plymouth,1994.0
14,60217,,403.0,20.0,Blazer,2010.0,Chevrolet,1994.0
2,60220,,36.0,20.0,Monte Carlo,2010.0,Chevrolet,1994.0
4,60223,,1.0,21.0,Cutlass (RWD-only),2010.0,Oldsmobile,1994.0
1,60224,,43.0,6.0,Sebring,2010.0,Chrysler,2010.0
4,60225,,40.0,52.0,Diamante,2010.0,Mitsubishi,1994.0
4,60225,,35.0,55.0,Elantra,2010.0,Hyundai,1994.0
4,60227,,39.0,42.0,190,2010.0,Mercedes-Benz,1994.0
15,60228,,421.0,20.0,Blazer,2010.0,Chevrolet,1994.0
