BODY_TYP,ST_CASE,BODY_TYPNAME,Model_ID,Make_ID,Model_Name,Case_Year,Make_Name,car_year
97,10995,,998.0,98.0,Other (vehicle),2010.0,Other Make,2010.0
2,10996,,3.0,12.0,Mustang,2010.0,Ford,1994.0
4,10997,,3.0,18.0,Park Avenue,2010.0,Buick / Opel,2010.0
14,10998,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
4,10999,,17.0,14.0,Sable,2010.0,Mercury,1994.0
14,11000,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
14,11001,,401.0,12.0,Bronco,2010.0,Ford,1994.0
14,11003,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
2,11004,,20.0,7.0,Neon,2010.0,Dodge,1994.0
4,11005,,32.0,20.0,Nova/Geo Prizm/Prism,2010.0,Chevrolet,1994.0
20,11006,,441.0,6.0,Town and Country,2010.0,Chrysler,2010.0
31,11007,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
4,11008,,15.0,12.0,Tempo,2010.0,Ford,1994.0
80,11009,,706.0,76.0,750cc or greater,2010.0,Yamaha,1994.0
14,11011,,402.0,7.0,Durango,2010.0,Dodge,1994.0
4,11012,,20.0,20.0,Lumina,2010.0,Chevrolet,1994.0
4,11013,,20.0,7.0,Neon,2010.0,Dodge,1994.0
4,11014,,2.0,22.0,Bonneville,2010.0,Pontiac,1994.0
4,11015,,1.0,24.0,SL,2010.0,Saturn,1994.0
4,11016,,32.0,37.0,Accord,2010.0,Honda,2010.0
15,11017,,421.0,20.0,Blazer,2010.0,Chevrolet,1994.0
80,11018,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
4,11019,,31.0,37.0,Civic,2010.0,Honda,2010.0
31,11021,,481.0,12.0,F-Series,2010.0,Ford,1994.0
31,11022,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
14,11023,,405.0,2.0,Liberty,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
20,20001,,442.0,12.0,Windstar,2010.0,Ford,1994.0
31,20002,,481.0,12.0,F-Series,2010.0,Ford,1994.0
20,20003,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
4,20005,,20.0,7.0,Neon,2010.0,Dodge,1994.0
4,20006,,31.0,63.0,Sephia,2010.0,KIA,2001.0
30,20007,,472.0,7.0,Dakota,2010.0,Dodge,1994.0
4,20008,,7.0,1.0,Hornet/Concord,2010.0,American Motors,2010.0
4,20009,,32.0,63.0,Rio,2010.0,KIA,2001.0
80,20010,,706.0,73.0,750cc or greater,2010.0,Kawasaki,1994.0
14,20011,,401.0,48.0,Forester,2010.0,Subaru,1994.0
4,20012,,19.0,20.0,Beretta/Corsica,2010.0,Chevrolet,1994.0
4,20013,,49.0,41.0,RX-8,2010.0,Mazda,1994.0
14,20014,,401.0,48.0,Forester,2010.0,Subaru,1994.0
80,20015,,706.0,73.0,750cc or greater,2010.0,Kawasaki,1994.0
4,20016,,1.0,24.0,SL,2010.0,Saturn,1994.0
3,20018,,36.0,48.0,Justy,2010.0,Subaru,1994.0
4,20020,,37.0,20.0,Malibu,2010.0,Chevrolet,1994.0
80,20021,,703.0,37.0,125-349 cc,2010.0,Honda,2010.0
14,20022,,401.0,23.0,Envoy,2010.0,GMC,1994.0
14,20023,,401.0,12.0,Bronco,2010.0,Ford,1994.0
80,20024,,709.0,76.0,Unknown cc,2010.0,Yamaha,1994.0
14,20025,,401.0,12.0,Bronco,2010.0,Ford,1994.0
4,20026,,32.0,54.0,Legend,2010.0,Acura,1994.0
90,20027,,733.0,37.0,125-349cc (ATV),2010.0,Honda,2010.0
4,20028,,13.0,12.0,Escort/EXP/ZX2,2010.0,Ford,1994.0
30,20029,,471.0,23.0,Sonoma,2010.0,GMC,1994.0
4,20030,,38.0,48.0,Impreza,2010.0,Subaru,1994.0
14,20031,,401.0,23.0,Envoy,2010.0,GMC,1994.0
90,20032,,734.0,99.0,350cc or greater (ATV),2010.0,Unknown Make,1994.0
31,20033,,481.0,23.0,Sierra,2010.0,GMC,1994.0
31,20035,,481.0,12.0,F-Series,2010.0,Ford,1994.0
21,20036,,461.0,20.0,G-series van,2010.0,Chevrolet,1994.0
4,20037,,40.0,49.0,Camry,2010.0,Toyota,1994.0
4,20038,,32.0,49.0,Corolla,2010.0,Toyota,1994.0
4,20039,,17.0,12.0,Taurus,2010.0,Ford,1994.0
90,20040,,734.0,98.0,350cc or greater (ATV),2010.0,Other Make,2010.0
31,20041,,481.0,12.0,F-Series,2010.0,Ford,1994.0
31,20042,,472.0,7.0,Dakota,2010.0,Dodge,1994.0
60,20044,,881.0,23.0,Medium/Heavy - CBE,2010.0,GMC,1994.0
2,20045,,4.0,12.0,Thunderbird,2010.0,Ford,1994.0
4,20046,,18.0,22.0,Grand AM,2010.0,Pontiac,1994.0
4,20047,,20.0,7.0,Neon,2010.0,Dodge,1994.0
4,20048,,40.0,49.0,Camry,2010.0,Toyota,1994.0
31,20049,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,20050,,16.0,6.0,LeBaron,2010.0,Chrysler,2010.0
4,20051,,37.0,12.0,Focus,2010.0,Ford,1994.0
14,20052,,402.0,20.0,Tracker,2010.0,Chevrolet,1994.0
31,20054,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
6,20054,,16.0,12.0,Crown Victoria,2010.0,Ford,1994.0
4,20055,,37.0,12.0,Focus,2010.0,Ford,1994.0
3,20056,,18.0,12.0,Probe,2010.0,Ford,1994.0
20,20058,,441.0,37.0,Odyssey,2010.0,Honda,2010.0
4,20060,,1.0,13.0,Continental,2010.0,Lincoln,1994.0
15,20061,,423.0,12.0,Excursion,2010.0,Ford,1994.0
30,20062,,471.0,49.0,Pickup,2010.0,Toyota,1994.0
16,20063,,431.0,20.0,Suburban,2010.0,Chevrolet,1994.0
91,20065,,998.0,98.0,Other (vehicle),2010.0,Other Make,2010.0
90,20066,,739.0,37.0,Unknown cc (ATV),2010.0,Honda,2010.0
30,40001,,471.0,20.0,S-10/T-10 Pickup,2010.0,Chevrolet,1994.0
31,40002,,481.0,12.0,F-Series,2010.0,Ford,1994.0
99,40003,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
14,40004,,401.0,49.0,4-Runner,2010.0,Toyota,1994.0
20,40005,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
21,40005,,461.0,7.0,Ram,2010.0,Dodge,1994.0
4,40006,,38.0,49.0,Tercel,2010.0,Toyota,1994.0
31,40008,,481.0,12.0,F-Series,2010.0,Ford,1994.0
6,40009,,38.0,48.0,Impreza,2010.0,Subaru,1994.0
31,40010,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
2,40011,,37.0,52.0,Eclipse,2010.0,Mitsubishi,1994.0
4,40012,,5.0,24.0,LS,2010.0,Saturn,1994.0
4,40013,,20.0,7.0,Neon,2010.0,Dodge,1994.0
31,40014,,482.0,7.0,Ram,2010.0,Dodge,1994.0
4,40015,,2.0,18.0,LeSabre,2010.0,Buick / Opel,2010.0
4,40016,,40.0,49.0,Camry,2010.0,Toyota,1994.0
31,40018,,481.0,23.0,Sierra,2010.0,GMC,1994.0
16,40020,,431.0,23.0,Yukon,2010.0,GMC,1994.0
80,40022,,705.0,76.0,450-749cc,2010.0,Yamaha,1994.0
2,40023,,20.0,20.0,Lumina,2010.0,Chevrolet,1994.0
4,40025,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
4,40026,,17.0,21.0,Ciera,2010.0,Oldsmobile,1994.0
99,40027,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
3,40028,,13.0,12.0,Escort/EXP/ZX2,2010.0,Ford,1994.0
2,40029,,20.0,18.0,Regal,2010.0,Buick / Opel,2010.0
4,40030,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
80,40031,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,40032,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
31,40033,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,40034,,34.0,20.0,Geo Metro/Metro,2010.0,Chevrolet,1994.0
4,40035,,35.0,41.0,2,2010.0,Mazda,1994.0
4,40037,,37.0,12.0,Focus,2010.0,Ford,1994.0
4,40038,,32.0,37.0,Accord,2010.0,Honda,2010.0
80,40039,,705.0,76.0,450-749cc,2010.0,Yamaha,1994.0
14,40040,,401.0,12.0,Bronco,2010.0,Ford,1994.0
4,40040,,1.0,13.0,Continental,2010.0,Lincoln,1994.0
4,40041,,40.0,49.0,Camry,2010.0,Toyota,1994.0
80,40042,,705.0,53.0,450-749cc,2010.0,Suzuki,1994.0
30,40044,,471.0,12.0,Ranger,2010.0,Ford,1994.0
14,40045,,402.0,49.0,RAV4,2010.0,Toyota,1994.0
4,40046,,2.0,18.0,LeSabre,2010.0,Buick / Opel,2010.0
30,40048,,472.0,35.0,Frontier,2010.0,Nissan/Datsun,1994.0
14,40049,,401.0,23.0,Envoy,2010.0,GMC,1994.0
6,40050,,37.0,12.0,Focus,2010.0,Ford,1994.0
4,40053,,31.0,63.0,Sephia,2010.0,KIA,2001.0
4,40054,,43.0,7.0,Stratus,2010.0,Dodge,1994.0
80,40055,,705.0,37.0,450-749 cc,2010.0,Honda,2010.0
4,40057,,38.0,9.0,Breeze,2010.0,Plymouth,1994.0
14,40058,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
14,40059,,403.0,2.0,Wrangler,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
1,40060,,43.0,6.0,Sebring,2010.0,Chrysler,2010.0
31,40061,,482.0,7.0,Ram,2010.0,Dodge,1994.0
4,40064,,31.0,37.0,Civic,2010.0,Honda,2010.0
2,40065,,2.0,24.0,SC,2010.0,Saturn,1994.0
14,40066,,402.0,7.0,Durango,2010.0,Dodge,1994.0
14,40067,,401.0,20.0,Blazer,2010.0,Chevrolet,1994.0
15,40068,,422.0,12.0,Expedition,2010.0,Ford,1994.0
3,40069,,32.0,37.0,Accord,2010.0,Honda,2010.0
80,40070,,705.0,76.0,450-749cc,2010.0,Yamaha,1994.0
31,40071,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,40072,,20.0,20.0,Lumina,2010.0,Chevrolet,1994.0
6,40073,,32.0,37.0,Accord,2010.0,Honda,2010.0
14,40074,,401.0,38.0,Trooper,2010.0,Isuzu,1994.0
4,40075,,46.0,51.0,40 Series,2010.0,Volvo,1994.0
30,40076,,473.0,12.0,Explorer,2010.0,Ford,1994.0
2,40077,,18.0,22.0,Grand AM,2010.0,Pontiac,1994.0
20,40078,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
2,40079,,55.0,6.0,Crossfire,2010.0,Chrysler,2010.0
31,40082,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
20,40083,,443.0,20.0,Venture,2010.0,Chevrolet,1994.0
80,40084,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
4,40085,,45.0,49.0,ECHO,2010.0,Toyota,1994.0
4,40086,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
80,40087,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
2,40088,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
14,40089,,402.0,38.0,Rodeo,2010.0,Isuzu,1994.0
80,40090,,706.0,76.0,750cc or greater,2010.0,Yamaha,1994.0
4,40091,,33.0,58.0,G,2010.0,Infiniti,1994.0
6,40092,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,40093,,17.0,12.0,Taurus,2010.0,Ford,1994.0
5,40095,,13.0,12.0,Escort/EXP/ZX2,2010.0,Ford,1994.0
2,40096,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
4,40098,,3.0,18.0,Park Avenue,2010.0,Buick / Opel,2010.0
20,40099,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
80,40102,,706.0,76.0,750cc or greater,2010.0,Yamaha,1994.0
2,40103,,13.0,12.0,Escort/EXP/ZX2,2010.0,Ford,1994.0
14,40105,,401.0,23.0,Envoy,2010.0,GMC,1994.0
20,40105,,442.0,12.0,Windstar,2010.0,Ford,1994.0
99,40106,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
4,40107,,14.0,6.0,New Yorker/E-Class/Imperial/ Fifth Avenue,2010.0,Chrysler,2010.0
6,40108,,52.0,6.0,PT Cruiser,2010.0,Chrysler,2010.0
4,40109,,19.0,20.0,Beretta/Corsica,2010.0,Chevrolet,1994.0
4,40111,,34.0,58.0,J30,2010.0,Infiniti,1994.0
99,40112,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
4,40113,,18.0,22.0,Grand AM,2010.0,Pontiac,1994.0
14,40114,,401.0,49.0,4-Runner,2010.0,Toyota,1994.0
15,40115,,421.0,20.0,Blazer,2010.0,Chevrolet,1994.0
80,40116,,705.0,73.0,450-749cc,2010.0,Kawasaki,1994.0
2,40118,,9.0,20.0,Camaro,2010.0,Chevrolet,1994.0
80,40119,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
20,40120,,441.0,49.0,Minivan (1984-90)/ Previa (1991 on),2010.0,Toyota,1994.0
2,40121,,38.0,54.0,RSX,2010.0,Acura,1994.0
14,40123,,401.0,12.0,Bronco,2010.0,Ford,1994.0
4,40124,,1.0,24.0,SL,2010.0,Saturn,1994.0
3,40127,,47.0,30.0,Beetle,2010.0,Volkswagen,1994.0
4,40128,,33.0,58.0,G,2010.0,Infiniti,1994.0
31,40129,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
2,40130,,32.0,54.0,Legend,2010.0,Acura,1994.0
3,40131,,31.0,37.0,Civic,2010.0,Honda,2010.0
80,40133,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
80,40134,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
99,40135,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
4,40136,,40.0,49.0,Camry,2010.0,Toyota,1994.0
66,40137,,881.0,85.0,Medium/Heavy - CBE,2010.0,Kenworth,1994.0
30,40138,,472.0,38.0,Hombre,2010.0,Isuzu,1994.0
62,40140,,884.0,84.0,Medium/Heavy – Unknown engine location,2010.0,International Harvester/Navistar,1994.0
2,40141,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,40142,,18.0,22.0,Grand AM,2010.0,Pontiac,1994.0
30,40144,,499.0,35.0,Unknown (light truck),2010.0,Nissan/Datsun,1994.0
3,40145,,32.0,37.0,Accord,2010.0,Honda,2010.0
99,40147,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
30,40148,,472.0,35.0,Frontier,2010.0,Nissan/Datsun,1994.0
20,40149,,441.0,23.0,Safari,2010.0,GMC,1994.0
4,40150,,34.0,59.0,GS,2010.0,Lexus,1994.0
2,40151,,9.0,20.0,Camaro,2010.0,Chevrolet,1994.0
4,40153,,41.0,7.0,Intrepid,2010.0,Dodge,1994.0
4,40154,,15.0,12.0,Tempo,2010.0,Ford,1994.0
31,40155,,481.0,12.0,F-Series,2010.0,Ford,1994.0
30,40156,,471.0,12.0,Ranger,2010.0,Ford,1994.0
15,40157,,422.0,7.0,Durango,2010.0,Dodge,1994.0
2,40158,,32.0,35.0,200SX/240SX,2010.0,Nissan/Datsun,1994.0
4,40160,,20.0,22.0,Grand Prix,2010.0,Pontiac,1994.0
31,40161,,482.0,7.0,Ram,2010.0,Dodge,1994.0
80,40162,,705.0,37.0,450-749 cc,2010.0,Honda,2010.0
4,40163,,32.0,20.0,Nova/Geo Prizm/Prism,2010.0,Chevrolet,1994.0
80,40164,,704.0,37.0,350-449 cc,2010.0,Honda,2010.0
4,40165,,33.0,55.0,Sonata,2010.0,Hyundai,1994.0
21,40166,,461.0,20.0,G-series van,2010.0,Chevrolet,1994.0
80,40168,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
31,40171,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
2,40172,,48.0,35.0,350Z,2010.0,Nissan/Datsun,1994.0
4,40173,,17.0,12.0,Taurus,2010.0,Ford,1994.0
4,40174,,6.0,14.0,Grand Marquis,2010.0,Mercury,1994.0
31,40175,,481.0,12.0,F-Series,2010.0,Ford,1994.0
80,40176,,706.0,34.0,750cc and over,2010.0,BMW,1994.0
4,40177,,31.0,37.0,Civic,2010.0,Honda,2010.0
4,40178,,6.0,14.0,Grand Marquis,2010.0,Mercury,1994.0
2,40180,,4.0,14.0,Cougar/XR7 (1967-1997),2010.0,Mercury,1994.0
80,40183,,705.0,53.0,450-749cc,2010.0,Suzuki,1994.0
80,40184,,705.0,76.0,450-749cc,2010.0,Yamaha,1994.0
80,40185,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
2,40187,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
2,40188,,44.0,49.0,Solara,2010.0,Toyota,1994.0
82,40189,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
4,40190,,47.0,35.0,Altima,2010.0,Nissan/Datsun,1994.0
80,40191,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
14,40192,,403.0,20.0,Blazer,2010.0,Chevrolet,1994.0
4,40193,,33.0,63.0,Spectra,2010.0,KIA,2001.0
29,40194,,499.0,23.0,Unknown (light truck),2010.0,GMC,1994.0
5,40195,,17.0,9.0,Sundance,2010.0,Plymouth,1994.0
14,40196,,404.0,2.0,Cherokee,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
4,40197,,43.0,7.0,Stratus,2010.0,Dodge,1994.0
14,40198,,403.0,20.0,Blazer,2010.0,Chevrolet,1994.0
99,40199,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
30,40200,,471.0,20.0,S-10/T-10 Pickup,2010.0,Chevrolet,1994.0
4,40203,,32.0,37.0,Accord,2010.0,Honda,2010.0
14,40204,,401.0,20.0,Blazer,2010.0,Chevrolet,1994.0
4,40205,,32.0,37.0,Accord,2010.0,Honda,2010.0
14,40206,,402.0,63.0,Sorento,2010.0,KIA,2001.0
2,40207,,10.0,22.0,Grand Prix,2010.0,Pontiac,1994.0
20,40208,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
30,40209,,471.0,23.0,Sonoma,2010.0,GMC,1994.0
80,40210,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
31,40211,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,40212,,16.0,12.0,Crown Victoria,2010.0,Ford,1994.0
31,40213,,481.0,12.0,F-Series,2010.0,Ford,1994.0
20,40214,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
2,40216,,4.0,12.0,Thunderbird,2010.0,Ford,1994.0
83,40218,,705.0,37.0,450-749 cc,2010.0,Honda,2010.0
4,40220,,17.0,12.0,Taurus,2010.0,Ford,1994.0
4,40221,,35.0,55.0,Elantra,2010.0,Hyundai,1994.0
99,40222,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
99,40223,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
99,40223,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
31,40224,,481.0,12.0,F-Series,2010.0,Ford,1994.0
4,40226,,3.0,19.0,Deville,2010.0,Cadillac,1994.0
30,40227,,471.0,12.0,Ranger,2010.0,Ford,1994.0
21,40228,,461.0,12.0,E-Series,2010.0,Ford,1994.0
14,40229,,401.0,63.0,Sportage,2010.0,KIA,2001.0
20,40230,,442.0,12.0,Windstar,2010.0,Ford,1994.0
2,40230,,37.0,54.0,CL,2010.0,Acura,1994.0
61,40231,,882.0,38.0,"Medium/Heavy – COE, low entry",2010.0,Isuzu,1994.0
66,40232,,884.0,84.0,Medium/Heavy – Unknown engine location,2010.0,International Harvester/Navistar,1994.0
80,40233,,705.0,53.0,450-749cc,2010.0,Suzuki,1994.0
39,40234,,499.0,7.0,Unknown (light truck),2010.0,Dodge,1994.0
2,40235,,9.0,20.0,Camaro,2010.0,Chevrolet,1994.0
2,40236,,16.0,22.0,Sunfire,2010.0,Pontiac,1994.0
31,40239,,481.0,12.0,F-Series,2010.0,Ford,1994.0
80,40240,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,40241,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,40242,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
4,40244,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
31,40245,,481.0,12.0,F-Series,2010.0,Ford,1994.0
31,40247,,481.0,12.0,F-Series,2010.0,Ford,1994.0
3,40249,,13.0,12.0,Escort/EXP/ZX2,2010.0,Ford,1994.0
80,40250,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
3,40251,,37.0,52.0,Eclipse,2010.0,Mitsubishi,1994.0
31,40251,,482.0,7.0,Ram,2010.0,Dodge,1994.0
6,40252,,399.0,49.0,Unknown (automobile),2010.0,Toyota,1994.0
4,40253,,33.0,63.0,Spectra,2010.0,KIA,2001.0
14,40254,,402.0,49.0,RAV4,2010.0,Toyota,1994.0
80,40255,,706.0,53.0,750cc-over,2010.0,Suzuki,1994.0
4,40256,,32.0,59.0,LS,2010.0,Lexus,1994.0
2,40257,,36.0,20.0,Monte Carlo,2010.0,Chevrolet,1994.0
4,40258,,1.0,24.0,SL,2010.0,Saturn,1994.0
3,40259,,34.0,20.0,Geo Metro/Metro,2010.0,Chevrolet,1994.0
80,40260,,709.0,98.0,Unknown cc,2010.0,Other Make,2010.0
14,40262,,401.0,35.0,Pathfinder,2010.0,Nissan/Datsun,1994.0
30,40263,,471.0,35.0,Pickup (1955-1997),2010.0,Nissan/Datsun,1994.0
4,40264,,1.0,13.0,Continental,2010.0,Lincoln,1994.0
14,40266,,403.0,2.0,Wrangler,2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
14,40267,,402.0,38.0,Rodeo,2010.0,Isuzu,1994.0
16,40267,,431.0,20.0,Suburban,2010.0,Chevrolet,1994.0
80,40268,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
14,40269,,401.0,12.0,Bronco,2010.0,Ford,1994.0
30,40271,,471.0,35.0,Pickup (1955-1997),2010.0,Nissan/Datsun,1994.0
4,40272,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
4,40274,,33.0,55.0,Sonata,2010.0,Hyundai,1994.0
80,40275,,709.0,71.0,Unknown cc,2010.0,Ducati,1994.0
6,40276,,46.0,30.0,CC,2010.0,Volkswagen,1994.0
4,40277,,1.0,24.0,SL,2010.0,Saturn,1994.0
20,40279,,443.0,20.0,Venture,2010.0,Chevrolet,1994.0
16,40280,,431.0,23.0,Yukon,2010.0,GMC,1994.0
31,40281,,481.0,23.0,Sierra,2010.0,GMC,1994.0
80,40282,,705.0,76.0,450-749cc,2010.0,Yamaha,1994.0
20,40283,,442.0,7.0,Caravan/Grand Caravan,2010.0,Dodge,1994.0
80,40284,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
80,40285,,706.0,76.0,750cc or greater,2010.0,Yamaha,1994.0
31,40286,,481.0,12.0,F-Series,2010.0,Ford,1994.0
80,40287,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
4,40288,,2.0,18.0,LeSabre,2010.0,Buick / Opel,2010.0
30,40289,,472.0,49.0,Tacoma,2010.0,Toyota,1994.0
4,40290,,43.0,35.0,Sentra,2010.0,Nissan/Datsun,1994.0
14,40292,,401.0,12.0,Bronco,2010.0,Ford,1994.0
39,40293,,499.0,20.0,Unknown (light truck),2010.0,Chevrolet,1994.0
19,40294,,499.0,2.0,Unknown (light truck),2010.0,Jeep / Kaiser-Jeep / Willys- Jeep,2010.0
31,40295,,481.0,12.0,F-Series,2010.0,Ford,1994.0
80,40296,,706.0,73.0,750cc or greater,2010.0,Kawasaki,1994.0
31,40297,,481.0,12.0,F-Series,2010.0,Ford,1994.0
3,40298,,9.0,22.0,Firebird/Trans AM,2010.0,Pontiac,1994.0
4,40299,,20.0,20.0,Lumina,2010.0,Chevrolet,1994.0
80,40300,,706.0,73.0,750cc or greater,2010.0,Kawasaki,1994.0
4,40301,,17.0,21.0,Ciera,2010.0,Oldsmobile,1994.0
3,40302,,37.0,52.0,Eclipse,2010.0,Mitsubishi,1994.0
31,40303,,482.0,7.0,Ram,2010.0,Dodge,1994.0
4,40304,,32.0,37.0,Accord,2010.0,Honda,2010.0
4,40305,,41.0,7.0,Intrepid,2010.0,Dodge,1994.0
4,40306,,3.0,19.0,Deville,2010.0,Cadillac,1994.0
4,40306,,17.0,21.0,Ciera,2010.0,Oldsmobile,1994.0
30,40307,,473.0,20.0,Colorado,2010.0,Chevrolet,1994.0
2,40308,,16.0,22.0,Sunfire,2010.0,Pontiac,1994.0
30,40309,,471.0,20.0,S-10/T-10 Pickup,2010.0,Chevrolet,1994.0
30,40310,,471.0,49.0,Pickup,2010.0,Toyota,1994.0
99,40311,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
80,40312,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
99,40314,,999.0,99.0,"Unknown (as to automobile, motored cycle, light truck or truck)",2010.0,Unknown Make,1994.0
80,40315,,703.0,76.0,125-349cc,2010.0,Yamaha,1994.0
16,40316,,431.0,20.0,Suburban,2010.0,Chevrolet,1994.0
15,40317,,421.0,20.0,Blazer,2010.0,Chevrolet,1994.0
39,40318,,499.0,20.0,Unknown (light truck),2010.0,Chevrolet,1994.0
20,40320,,441.0,22.0,Montana,2010.0,Pontiac,1994.0
80,40321,,706.0,76.0,750cc or greater,2010.0,Yamaha,1994.0
4,40322,,43.0,49.0,Avalon,2010.0,Toyota,1994.0
80,40325,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
4,40326,,51.0,41.0,3,2010.0,Mazda,1994.0
14,40327,,401.0,52.0,Montero,2010.0,Mitsubishi,1994.0
2,40328,,16.0,20.0,Cavalier,2010.0,Chevrolet,1994.0
31,40330,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
15,40331,,422.0,12.0,Expedition,2010.0,Ford,1994.0
90,40332,,733.0,37.0,125-349cc (ATV),2010.0,Honda,2010.0
80,40333,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
31,40334,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
30,40335,,471.0,49.0,Pickup,2010.0,Toyota,1994.0
2,40337,,18.0,22.0,Grand AM,2010.0,Pontiac,1994.0
31,40339,,481.0,12.0,F-Series,2010.0,Ford,1994.0
31,40339,,482.0,7.0,Ram,2010.0,Dodge,1994.0
4,40341,,2.0,20.0,Impala,2010.0,Chevrolet,1994.0
80,40342,,706.0,37.0,750 cc or greater,2010.0,Honda,2010.0
31,40343,,481.0,23.0,Sierra,2010.0,GMC,1994.0
31,40344,,481.0,20.0,Silverado,2010.0,Chevrolet,1994.0
1,40345,,42.0,30.0,Golf,2010.0,Volkswagen,1994.0
80,40346,,706.0,72.0,750cc or greater,2010.0,Harley-Davidson,1994.0
