Make_Name,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Model_Name,Model_ID,Make_ID
Saab,6023,4991,4357,2538,1034,811,0,0,0,0,0,0,0,0,0,0,0,5-Sep,-1,47
Saab,2272,5789,5257,3660,2218,102,0,0,0,0,0,0,0,0,0,0,0,9-7X,401,47
Saturn,0,0,0,11968,6298,25,0,0,0,0,0,0,0,0,0,0,0,Astra,11,24
Saturn,0,19746,59964,59380,21395,644,0,0,0,0,0,0,0,0,0,0,0,Aura,9,24
Saturn,100891,102042,47873,315,12,0,0,0,0,0,0,0,0,0,0,0,0,Ion,7,24
Saturn,5036,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-Series,-1,24
Saturn,0,144,34748,25340,13115,2649,0,0,0,0,0,0,0,0,0,0,0,Outlook,10,24
Saturn,15758,7171,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relay,441,24
Saturn,0,8671,11263,9162,3399,179,0,0,0,0,0,0,0,0,0,0,0,Sky,8,24
Saturn,0,88581,84767,81676,28429,3201,0,0,0,0,0,0,0,0,0,0,0,Vue,401,24
Scion,0,0,0,0,0,0,0,11417,18327,14062,0,0,0,0,0,0,0,FR-S,35,67
Scion,0,0,0,0,0,0,248,8879,4046,2040,482,6,0,0,0,0,0,iQ,34,67
Scion,74415,79125,63852,40980,17998,15204,22433,22666,19094,17947,16459,9336,0,0,0,0,0,tC,32,67
Scion,28033,32603,9547,39,3,0,0,0,0,0,0,0,0,0,0,0,0,xA,-1,67
Scion,54037,61306,45834,45220,25461,20364,17017,19787,17849,16583,15223,2677,0,0,0,0,0,xB,31,67
Scion,0,0,10948,27665,14499,10110,9573,10756,9005,7377,794,9,0,0,0,0,0,xD,33,67
Smart,0,0,0,24622,14595,5927,5208,10009,9264,10453,7484,6211,3071,0,0,0,0,Fortwo,31,65
Subaru,0,0,0,0,0,0,0,0,0,0,0,0,0,36211,81958,67623,74650,Ascent,421,48
Subaru,14797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B9 Tribeca,402,48
Subaru,6239,5241,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baja,44,48
Subaru,0,0,0,0,0,0,0,4144,8587,7504,5296,4141,4131,3834,2334,2267,2320,BRZ,46,48
Subaru,0,0,0,0,0,0,0,0,0,0,88927,95677,110138,144384,131152,119716,127466,Crosstrek,-1,48
Subaru,53541,51258,44530,60748,77781,85080,76196,76347,123592,159953,175192,178593,177563,171613,180179,176996,154723,Forester,401,48
Subaru,33637,41148,46333,49098,46611,44395,27391,68175,58856,57996,66785,55238,117401,76400,66415,43628,34791,Impreza,38,48
Subaru,0,0,0,0,0,0,13805,13624,0,0,0,0,0,28730,21838,21178,27141,Impreza WRX,-1,48
Subaru,0,0,0,0,0,0,0,0,17969,25492,33734,33279,0,0,0,0,0,Impreza WRX/Sti,-1,48
Subaru,0,0,0,66876,30974,38725,42401,47127,42291,52270,60447,65306,49837,40109,35063,27240,22766,Legacy,34,48
Subaru,87788,84442,78428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legacy/Outback,-1,48
Subaru,0,0,0,0,55356,93148,104405,117553,118049,138790,152294,182898,188886,178854,181178,153290,154623,Outback,45,48
Subaru,0,18614,16790,10975,5930,2472,2791,2075,1598,732,0,0,0,0,0,0,0,Tribeca,-1,48
Subaru,0,0,0,0,0,0,0,7396,53741,70956,0,0,0,0,0,0,0,XV Crosstrek,403,48
Suzuki,7967,12221,16740,29563,20713,11606,0,0,0,0,0,0,0,0,0,0,0,Aerio/SX4,33,53
Suzuki,0,0,0,13,2221,1447,2127,1966,448,0,0,0,0,0,0,0,0,Equator,481,53
Suzuki,41394,48579,42113,20796,3769,12,1,1,0,0,0,0,0,0,0,0,0,Forenza/Reno,34,53
Suzuki,8624,26931,19538,11936,7557,4478,4980,4954,1037,0,0,0,0,0,0,0,0,Grand Vitara,404,53
Suzuki,0,0,0,0,71,6138,6942,5566,1602,0,0,0,0,0,0,0,0,Kizashi,41,53
Suzuki,0,0,0,0,0,0,12519,12860,2859,0,0,0,0,0,0,0,0,SX4,40,53
Suzuki,8411,2302,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verona,35,53
Suzuki,233,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vitara,-1,53
Suzuki,15472,10948,23176,22551,4357,313,48,10,0,0,0,0,0,0,0,0,0,XL7,405,53
Toyota,103829,103086,87718,47878,19675,46531,44316,48755,51625,76906,97034,111970,128296,139694,131864,129052,144696,4Runner,401,49
Toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,4133,3398,2476,1044,86 / FR-S,56,49
Scion,0,0,0,0,0,0,0,0,0,0,10507,7457,6846,0,0,0,0,Toyota 86/FR-S,56,49
Toyota,95318,88938,72945,42790,26935,28390,28925,29556,70990,67183,60065,48080,32583,33580,27767,18421,18280,Avalon,43,49
Toyota,431703,448445,473108,436617,356824,327804,308510,404886,408484,428606,429355,388618,387081,343439,336978,294348,313795,Camry,40,49
Toyota,3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celica,33,49
Toyota,0,0,0,0,0,0,0,0,0,0,0,0,25755,49642,48930,42936,35707,C-HR,405,49
Toyota,0,0,0,0,0,0,0,0,0,0,363332,360483,329196,303732,304850,237179,223215,Corolla,32,49
Toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7203,Corolla Cross,-1,49
Toyota,0,0,0,0,0,0,0,0,0,0,5099,17727,0,0,0,0,0,Corolla iM,-1,49
Toyota,341290,387388,371390,351007,296874,266082,240259,290947,302180,339498,0,0,0,0,0,0,0,Corolla/Matrix,-1,49
Toyota,1544,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echo,45,49
Toyota,0,56225,55170,28668,11941,14959,13541,13656,13131,14718,229,9,4,0,0,0,1,FJ Cruiser,404,49
Toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,GR86,-1,49
Toyota,137409,129794,127878,104661,83118,92121,101252,121055,127572,146127,158917,191379,215775,244511,239437,212276,264128,Highlander,403,49
Toyota,4870,3376,3251,3801,2261,1807,1662,2895,3082,3158,2687,3705,3100,3235,3536,3146,3711,Land Cruiser,421,49
Toyota,0,0,0,0,0,0,0,0,0,0,72,1034,1838,1689,1502,499,2629,Mirai,55,49
Toyota,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MR2 Spyder,41,49
Toyota,107897,106971,181221,158884,139682,140928,0,0,0,0,113829,98866,108662,87590,69718,43525,59010,Prius,46,49
Toyota,0,0,0,0,0,0,0,35733,41979,40570,38484,20452,0,0,0,0,0,Prius C,46,49
Toyota,0,0,0,0,0,0,128064,147507,0,0,0,0,0,0,0,0,0,Prius Liftback,46,49
Toyota,0,0,0,0,0,0,0,12750,12088,13264,0,0,0,0,0,0,0,Prius Plug-In,46,49
Toyota,0,0,0,0,0,0,0,0,0,0,4191,2474,0,0,0,0,0,Prius Prime,46,49
Toyota,0,0,0,0,0,0,0,0,145172,122776,0,0,0,0,0,0,0,Prius Sedan,46,49
Toyota,0,0,0,0,0,0,8399,40669,34989,30762,28290,14840,0,0,0,0,0,Prius V,46,49
Toyota,70518,152047,172752,137020,149088,170877,132237,171877,218249,267698,315412,352154,407594,427168,448068,430387,407739,RAV4,402,49
Toyota,45904,34315,23273,30693,16387,13848,13022,13151,13811,11806,12583,12771,12156,11121,10289,7364,8070,Sequoia,422,49
Toyota,161380,163269,138162,115944,84064,98337,111429,114725,121117,124502,137497,127791,111489,87672,73585,42885,14782,Sienna,442,49
Toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,5887,6830,Supra,34,49
Toyota,168831,178351,173238,144655,111824,106198,110705,141365,159485,155041,179562,191631,198124,245659,248801,238805,252490,Tacoma,472,49
Toyota,126529,124508,196555,137249,79385,93309,82908,101621,112732,118493,118880,115489,116285,118258,111673,109203,81959,Tundra,482,49
Toyota,0,0,0,1474,54410,47321,38904,43095,35846,29991,21351,589,14,0,0,13073,61718,Venza,53,49
Toyota,0,70308,84799,102328,63743,40076,32704,30590,21342,13274,0,0,44380,27209,21916,6436,205,Yaris,51,49
Toyota,0,0,0,0,0,0,0,0,0,0,16779,10872,0,0,0,0,0,Yaris Hatchback,-1,49
Toyota,0,0,0,0,0,0,0,0,0,0,7605,27983,0,0,0,0,0,Yaris iA,-1,49
Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,3998,5537,Arteon,53,30
Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,27119,59677,81508,83201,72383,Atlas,403,30
Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15147,44304,Atlas Sport,-1,30
Volkswagen,0,0,0,0,0,0,5626,28654,0,0,0,0,15166,14411,17215,4421,0,Beetle,32,30
Volkswagen,0,0,0,0,0,0,842,520,18050,11768,9642,5837,0,0,0,0,0,Beetle Convertible,-1,30
Volkswagen,0,0,0,0,0,0,0,0,25084,17414,13025,9830,0,0,0,0,0,Beetle Coupe,-1,30
Volkswagen,0,0,0,2105,23872,27987,29502,21646,15672,9995,6276,3237,1355,455,58,17,0,CC,52,30
Volkswagen,0,0,0,0,0,0,0,0,0,357,4232,3937,0,0,0,0,0,e-Golf,-1,30
Volkswagen,0,3394,12744,12837,7204,6690,7533,6214,4178,3411,2993,387,1,0,0,0,0,Eos,51,30
Volkswagen,15690,17089,16399,15338,8071,0,17839,20677,16023,15941,19257,13764,68978,42271,37393,22495,6537,Golf,42,30
Volkswagen,0,0,0,0,0,0,16867,16314,13310,17362,23669,23934,0,0,0,0,0,Golf GTI,-1,30
Volkswagen,0,0,0,0,0,0,0,3894,1598,15,4141,4493,0,0,0,0,0,Golf R,-1,30
Volkswagen,0,0,0,0,0,0,0,0,0,0,14009,15559,0,0,0,0,0,Golf SportWagen/Alltrack,-1,30
Volkswagen,0,0,0,35408,15752,28286,0,0,0,0,0,0,0,0,0,0,0,Golf/Rabbit,-1,30
Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,16745,ID.4,-1,30
Volkswagen,104063,103331,98951,97461,108427,123213,0,0,0,0,0,0,115807,90794,100453,90829,55113,Jetta,40,30
Volkswagen,0,0,0,0,0,0,150515,146478,141259,141354,128438,121102,0,0,0,0,0,Jetta Sedan,-1,30
Volkswagen,0,0,0,0,0,0,26845,23946,22534,19519,2671,5,0,0,0,0,0,Jetta SportWagen,-1,30
Volkswagen,36339,35110,31021,26477,14085,16537,0,0,0,0,0,0,0,0,0,0,0,New Beetle,47,30
Volkswagen,49233,54208,37183,30034,11138,12497,0,0,109652,96649,78207,73002,60722,41401,14123,24597,24398,Passat,46,30
Volkswagen,0,0,0,0,0,0,22779,117023,0,0,0,0,0,0,0,0,0,Passat Sedan,-1,30
Volkswagen,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,Passat Wagon,-1,30
Volkswagen,820,235,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Phaeton,48,30
Volkswagen,0,11610,25445,20070,7681,0,0,0,0,0,0,0,0,0,0,0,0,Rabbit ,36,30
Volkswagen,0,0,0,3387,14681,15961,12473,10483,2109,1103,0,0,0,0,0,0,0,Routan,443,30
Volkswagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31703,Taos,-1,30
Volkswagen,0,0,0,8664,13903,20946,25990,31731,30002,25121,35843,43638,46983,103022,109963,110502,109742,Tiguan,402,30
Volkswagen,18050,10163,8812,6755,4392,4713,7535,10553,8233,6961,7037,4223,3545,2022,160,3,0,Touareg,421,30
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,40 Series,46,51
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,12176,20190,15729,14846,60-Series,47,51
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,9892,4052,3195,1495,90-Series,44,51
Volvo,0,0,2090,4299,4267,3906,3471,2827,1361,66,0,0,0,0,0,0,0,C30,49,51
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,C40,46,51
Volvo,1442,3952,4548,5563,5170,4368,4933,4441,3234,779,7,0,0,0,0,0,0,C70,43,51
Volvo,24241,24566,18141,9687,7957,5623,2984,51,0,0,0,0,0,0,0,0,0,S40,46,51
Volvo,24695,25753,18511,8966,5895,1437,21282,23356,23210,20457,16706,14218,16825,0,0,0,0,S60,47,51
Volvo,0,0,0,0,0,0,0,0,0,0,287,571,0,0,0,0,0,S60 CC,-1,51
Volvo,10181,5469,12347,11038,8331,7224,4735,3277,1935,1753,1887,644,7,0,0,0,0,S80,45,51
Volvo,0,0,0,0,0,0,0,0,0,0,0,2756,11090,0,0,0,0,S90,53,51
Volvo,5671,4138,2850,1856,2155,1720,0,0,0,0,0,0,0,0,0,0,0,V50,48,51
Volvo,0,0,0,0,0,0,0,0,0,4990,4362,3407,0,0,0,0,0,V60,51,51
Volvo,0,0,0,0,0,0,0,0,0,0,2769,2725,0,0,0,0,0,V60 CC,-1,51
Volvo,7394,5604,3769,3224,1816,895,0,0,0,0,0,0,0,0,0,0,0,V70,43,51
Volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,12420,17647,23778,26802,XC40,403,51
Volvo,0,0,0,0,9262,12030,12932,19139,19766,19276,26134,20452,22516,32689,30578,32078,41582,XC60,404,51
Volvo,13998,13136,12630,9490,5825,6626,5716,5513,4882,5093,5118,5425,0,0,0,0,0,XC70,402,51
Volvo,35976,33200,31336,18980,10757,10119,10609,9513,6845,3952,12777,32526,30996,31609,35760,34251,38657,XC90,401,51
